trade_date,open,close,high,low,volume,money,labels,RSI,WR,MACD,OBV,CCI,PSY,SMA,AD,MFI,ROC,EMA,KD-K,rclose,ropen,rhigh,rlow
2005-03-01,176.53,174.35,177.07,173.8,123475.0,21592546.0,0.0,33.99063368079912,-52.11995863495353,0.5812412027868972,292013.0,-51.21504753721727,0.4166666666666667,178.81599999999997,-210056.12507066628,57.94169400289096,0.0,178.03990847420874,30.927794386891588,-0.00315956029036837,-0.01242606047953154,-0.004584956946611045,-0.0031118563692975245
2005-03-02,174.35,173.8,176.26,173.26,113055.0,19739123.0,1.0,32.39491824565649,-57.36643281165674,-0.1044096797551346,178958.0,-88.87501796914722,0.3333333333333333,177.23600000000005,-282411.32507066475,54.34931093966154,0.011052937754508468,177.2690160243526,7.377665471803713,0.009391891278341,-0.00315956029036837,-0.0031252689017137697,-0.0015595671031081722
2005-03-03,173.8,175.44,175.71,172.99,65339.0,11399016.0,0.0,42.11796513061915,-62.25761772853193,-0.33084233824621245,244297.0,-95.76445512899832,0.4166666666666667,176.202,-230044.0383059593,51.84341052580081,-0.024249165739710858,176.9364676562885,10.47483248721318,-0.012503747647638508,0.009391891278341,-0.0015378046601678794,-0.003184439479952155
2005-03-04,175.44,173.26,175.44,172.44,79881.0,13861124.0,0.0,34.258613619009836,-77.35457063711924,-0.7443888312727257,164416.0,-123.99287348751601,0.4166666666666667,174.676,-266256.7583059597,47.2620591875211,-0.03487076648841365,176.26801899150874,11.029831413620737,-0.019053744671315823,-0.01724775423069885,-0.009391891278341042,-0.01589932954480976
2005-03-07,172.44,169.99,173.8,169.72,116490.0,19970363.0,1.0,25.64486408778484,-98.16451393609782,-1.3909617546727615,47926.0,-145.95815852535952,0.3333333333333333,173.368,-367328.9641883122,37.10898866866353,-0.04879413575065748,175.12656099305264,10.030200835697293,0.01749417756820773,0.007855862952357904,0.0,0.003176660121786739
2005-03-08,173.8,172.99,173.8,170.26,167459.0,28709799.0,0.0,41.76478441690186,-77.77022433718551,-1.3462529216280266,215385.0,-100.90150742813951,0.3333333333333333,173.09599999999998,-276503.7438493289,37.257050852602156,-0.03787541713014462,174.73809535795215,10.439982651296338,-0.009525541038268215,-0.0031118563692975245,0.0,-0.001587068665232525
2005-03-09,173.26,171.35,173.8,169.99,159904.0,27405674.0,0.0,36.564622644479535,-88.91910265125767,-1.4597653244033988,55481.0,-94.15959670478293,0.25,172.60600000000005,-322250.5574976242,36.55894881510968,-0.06258548060616008,174.12207802014262,11.923001356480805,-0.02087586130754737,-0.0126620731032862,-0.015773929472583777,-0.01780568140633727
2005-03-10,171.08,167.81,171.08,166.99,151039.0,25487681.0,0.0,27.647835381338183,-95.29816513761473,-1.9056772468649283,-95558.0,-123.99886643559357,0.25,171.08,-412726.24209420173,30.121469461575355,-0.08605195795435984,172.97442747102582,13.24013056077404,-0.006516628448068343,-0.02905974512187265,-0.017691226821962846,-0.008177545420278227
2005-03-11,166.18,166.72,168.08,165.63,133122.0,22164102.0,0.0,25.36252940618575,-94.20212765957446,-2.2195053321759266,-228680.0,-137.87082018664077,0.25,169.77200000000005,-427396.8298493042,20.44317367554531,-0.08244358833241602,171.83725883993026,8.867644782471073,-0.006559373600939229,0.003244220328166704,0.0,-0.009889957139864505
2005-03-14,166.72,165.63,168.08,164.0,135575.0,22469620.0,0.0,23.073852064255977,-92.02153695545769,-2.4290357388300543,-364255.0,-135.47135447598663,0.16666666666666666,168.90000000000003,-454644.74651597155,22.189819298454946,-0.08294114390122373,170.70866632357928,9.536704957593349,-0.014902498963408697,-0.0032442203281668053,-0.003217927811081682,-0.010050335853501338
2005-03-15,166.18,163.18,167.54,162.36,159054.0,26068269.0,0.0,18.55712764125891,-96.23853211009177,-2.730258232726228,-523309.0,-137.65122340218656,0.16666666666666666,166.93800000000005,-563341.8816511069,22.711233293578506,-0.0979048040245452,169.3398179011103,9.655187764458793,-0.01003919373014685,-0.01821765223618115,-0.024714995555443826,-0.0100901533896475
2005-03-16,163.18,161.55,163.45,160.73,117500.0,19019884.0,1.0,16.048977030693678,-96.50021340162176,-2.962277190210454,-640809.0,-148.71550298868084,0.16666666666666666,164.97799999999995,-609996.2934158109,23.677433612384057,-0.08485809777374945,167.92348737363568,8.337343474146829,0.006662989669849189,-0.008369279620960679,0.005004282382889014,0.0050887536894577475
2005-03-17,161.82,162.63,164.27,161.55,105533.0,17202351.0,0.0,24.195211299647994,-90.69995105237392,-2.7861145278071566,-535276.0,-112.6900852783,0.25,163.94200000000004,-631723.6757687533,18.59183232190365,-0.06722110696874102,166.96103512388373,8.75128971168571,-0.0066629896698491425,0.010022526790526105,0.003281879692980109,-0.005088753689457708
2005-03-18,163.45,161.55,164.81,160.73,117870.0,19121018.0,1.0,21.67170064904006,-94.98164014687868,-2.632688460818997,-653146.0,-102.54117214095207,0.16666666666666666,162.90800000000004,-702214.5581216933,19.50803042581223,-0.07048331415420023,165.9772105559049,8.795152251529336,0.0016699141091862653,-0.011692440899712274,-0.00828616207586912,0.0
2005-03-21,161.55,161.82,163.45,160.73,67581.0,10936012.0,0.0,24.04818592993025,-92.9813264649066,-2.3232479774640966,-585565.0,-93.44487863944087,0.25,162.14600000000004,-715631.3742981638,20.241214152198307,-0.07763337893296858,165.2213540911949,9.71690895179808,-0.06973471128358398,0.010039193730146868,0.0,-0.06842419994163335
2005-03-22,163.18,150.92,163.45,150.1,192211.0,29748205.0,0.0,9.7368671472581,-96.7981257321359,-3.3526335194968664,-777776.0,-170.20606558499392,0.25,159.69400000000005,-884229.9368449803,19.54995365785621,-0.12893916657047216,162.62110789279586,6.174034415161839,-0.03300629646816985,-0.07810399090454459,-0.07256082501429154,-0.031331858854045665
2005-03-23,150.92,146.02,152.01,145.47,218996.0,32514008.0,1.0,7.370652662319702,-98.1648314981648,-4.3937538900090685,-996772.0,-212.74976783199986,0.16666666666666666,156.58800000000005,-1066391.7472425331,14.623139498730321,-0.14100829460556502,159.60272463956022,4.893581832244048,0.007437007634180792,-0.031158942106114963,-0.023563390524023668,-0.0037190125509455173
2005-03-24,146.29,147.11,148.47,144.93,194950.0,28537971.0,0.0,13.01350102552243,-92.44890890197432,-4.6131023070627215,-801822.0,-181.1805977197596,0.25,153.484,-1021233.837638012,13.968803684809439,-0.14960402335395107,157.33132015964017,5.252627630385863,0.0,0.005589653272125767,-0.0018202047699178868,0.003719012550945537
2005-03-25,147.11,147.11,148.2,145.47,93565.0,13743520.0,0.0,13.013501025522435,-92.44890890197432,-4.434489691408865,-801822.0,-137.86972845195734,0.25,150.59600000000003,-1002383.746062919,18.48671098622816,-0.14146483805077315,155.47289831243287,7.1637166859468975,-0.01873189355110564,-0.0037457053363003593,-0.007382106599865963,-0.018875031249250968
2005-03-28,146.56,144.38,147.11,142.75,100765.0,14545215.0,0.0,10.669346500529443,-94.75040257648956,-4.3541433241290015,-902587.0,-123.22710935164734,0.25,147.108,-1027806.1084482408,10.004688805267742,-0.1396221917644956,153.45600771017234,8.815845782085976,0.0,-0.014986188214805228,-0.005589653272125818,0.007606722187190609
2005-03-29,144.38,144.38,146.29,143.84,70656.0,10245726.0,0.0,10.669346500529443,-94.24638192728558,-3.9812318091024883,-902587.0,-100.87338789579285,0.25,145.8,-1067315.790080894,14.100488075997605,-0.1339971209213052,151.80582449014102,8.139876650187679,-0.0384785035502446,0.0,-0.013142240278979742,-0.04456869225040599
2005-03-30,144.38,138.93,144.38,137.57,155410.0,21780402.0,1.0,7.029335448726893,-95.5424450999672,-4.131033268221056,-1057997.0,-115.88060808305536,0.25,144.382,-1160653.0734876485,14.279822973037474,-0.16120268067379093,149.4647654919336,6.590178789746656,0.021363769150396204,-0.0404238191966706,-0.013247073729608731,0.001960713746770136
2005-03-31,138.66,141.93,142.48,137.84,125120.0,17553914.0,1.0,24.12768580737619,-85.70960340871841,-3.512674273919661,-932877.0,-96.15699994533415,0.3333333333333333,143.346,-1065195.1424531648,20.719376646036455,-0.13022429219267068,148.09480812976386,9.74286106743719,0.07222398298099714,0.021404926811132114,0.09129518853998027,0.011827629587776127
2005-04-01,141.66,152.56,156.1,139.48,257127.0,38229996.0,0.0,57.42271917354439,-49.9833166499833,-1.4633989443578486,-675750.0,-23.17007912320609,0.3333333333333333,144.436,-917602.3879405293,32.439523854829325,-0.05564840606623342,148.9066611970795,26.586939532659922,-0.032713353102231925,0.05973560362440436,-0.026550519365458262,0.04582237682048936
2005-04-04,150.38,147.65,152.01,146.02,197085.0,29392985.0,1.0,46.188155362504,-62.99559471365635,-0.6047969855970337,-872835.0,-23.344584009104558,0.3333333333333333,145.09,-1007425.76857492,32.10338117778662,-0.09211092664330067,148.67817734306504,43.05547793752732,0.01285304191898135,-0.0183208157599491,0.0053798843838171176,0.007437007634180792
2005-04-05,147.65,149.56,152.83,147.11,165564.0,24840491.0,1.0,50.69142578543699,-55.983847283406746,0.3343560272123334,-707271.0,-3.48630953065064,0.3333333333333333,146.12600000000003,-1031160.46787562,39.54271957641877,-0.07421850820179518,148.83850873523502,59.008443358626224,0.021628542430832013,0.014656709865121138,0.010608970601372805,0.0
2005-04-06,149.83,152.83,154.46,147.11,194009.0,29248053.0,1.0,57.925241077991636,-43.97944199706309,1.447586907922604,-513262.0,29.406527494670623,0.4166666666666667,148.906,-923201.7182157557,41.843209187673004,-0.055555555555555435,149.56423441973777,67.15236553336939,0.0951138639969999,0.03572862080570185,0.08450489339562728,0.054049332598634266
2005-04-07,155.28,168.08,168.08,155.28,919227.0,152371698.0,1.0,76.89481935391623,-0.0,4.1373409031821815,405965.0,193.03576647669186,0.5,154.13600000000002,-3974.718215755653,62.98247659107764,0.11370262390670573,152.93073725251267,82.35294117647065,0.09575359322971252,0.09847830945986293,0.09575359322971252,0.0808746050416151
2005-04-08,171.35,184.97,184.97,168.36,1824991.0,320033427.0,1.0,85.5521040167205,-0.0,7.8741197957793725,2230956.0,286.6259099894546,0.5,160.61800000000005,1821016.2817842443,79.64959103122777,0.2667442816052595,158.75605775205582,94.11764705882358,0.02187077523078053,0.0779980158555784,0.08470203214170155,0.06873941416939076
2005-04-11,185.25,189.06,201.32,180.34,2044824.0,390768305.0,0.0,86.97072825573198,-19.2313725490196,10.4195865799831,4275780.0,233.97799406168545,0.5833333333333334,168.90000000000003,1475988.7813076002,88.76971846286249,0.28516076405410906,164.26586543350024,93.58954248366017,-0.04417531328369469,0.011645823519481187,-0.06717793748905207,0.0
2005-04-12,187.42,180.89,188.24,180.34,1069484.0,196698219.0,1.0,70.40080832093228,-32.047058823529426,10.496366976893613,3206296.0,136.5659316926422,0.5833333333333334,175.16600000000003,555420.2749784818,77.53050874251912,0.2296240908163957,167.288435354682,82.86175420388699,0.03546297598213405,-0.026492331636475616,0.03137676345202632,0.009052832856784113
2005-04-13,182.52,187.42,194.24,181.98,1506846.0,284353272.0,0.0,74.97392618968819,-21.803921568627466,10.874113590074318,4713142.0,122.60738050731234,0.6666666666666666,182.08400000000003,385807.9193504204,83.08106520091464,0.298102230225793,170.9487198356489,75.36930056007499,-0.041506965658157584,0.022161121486178444,-0.03718407352069551,-0.02425035409818665
2005-04-14,186.61,179.8,187.15,177.62,746279.0,135473534.0,1.0,61.63848127858497,-33.75686274509801,9.589873704750325,3966863.0,79.79572056959636,0.6666666666666666,184.42800000000003,-19046.480439714967,76.19261963860755,0.24532483723507426,172.55804350189456,68.80808839588444,0.004494888398052267,-0.05247574292725493,-0.014640446655723402,-0.021741223999066327
2005-04-15,177.07,180.61,184.43,173.8,675524.0,121206909.0,0.0,62.48954270632817,-32.48627450980389,8.385363407047754,4642387.0,62.028953373428145,0.6666666666666666,183.556,170964.50356781154,71.60880563640211,0.3000071978694307,174.0220355924592,66.8014488333161,-0.03058307947201637,0.012236344861604308,-0.028488508214984838,-0.004671423472405694
2005-04-18,179.25,175.17,179.25,172.99,374400.0,65648150.0,1.0,53.01128386822088,-41.01960784313727,6.477135753301907,4267987.0,39.81959866411639,0.5833333333333334,180.778,57328.720820205526,68.8743775429884,0.2341999577256393,174.23075639383026,58.214458340129994,0.04852643997447136,-0.023024548516173884,0.03141217028672798,0.009378395023775632
2005-04-19,175.17,183.88,184.97,174.62,704962.0,127516858.0,0.0,63.61473542426847,-27.473219911783236,6.019141324333107,4972949.0,53.20864825729897,0.6666666666666666,181.376,613805.9710617509,71.70343750730656,0.20529627687467225,175.98516432222473,58.559426601604535,-0.017943360502454982,0.02608819107396405,-0.007379706832361969,0.006222724387139064
2005-04-20,179.8,180.61,183.61,175.71,485006.0,87204359.0,0.0,57.74425917607329,-33.489650711513555,4.951343744038219,4487943.0,41.457271067932226,0.5833333333333334,180.014,730452.9837199791,68.33412768305377,0.22323061293599733,176.8260435363657,50.349275155920154,0.0,0.004494888398052267,-0.016473932498523483,0.027505101665771487
2005-04-21,180.61,180.61,180.61,180.61,0.0,0.0,0.0,57.74425917607329,-37.45027124773958,3.9633914833741812,4487943.0,39.05387453299499,0.5,180.176,730452.9837199791,67.71582984456262,0.2076089863599893,177.51403562066284,42.06114663731172,-0.10314210935749436,-0.0735076234225018,-0.03527523731391215,-0.10486232849521576
2005-04-22,167.81,162.91,174.35,162.63,914508.0,152338280.0,0.0,33.58612089999317,-70.85408596199964,0.8090961421640488,3573435.0,-57.50665990839352,0.4166666666666667,176.636,-140358.3882936727,63.727677377328384,0.06595563698226778,174.85875641690598,21.64977993446526,-0.03231319057869533,-0.060237353986103616,-0.08983623025011778,-0.100297075678236
